Dialogue ID,Chapter ID,Place ID,Character ID,Dialogue
171,8,5,5,"No, I can't spell it. All right.  Voldemort."
172,8,5,1,Voldemort?
173,8,5,5,Shh!!
174,8,5,5,"It was dark times, Harry, dark times.  Voldemort started to gather some followers, brought 'em over to the dark side. Anyone that stood up to him ended up dead. Your parents fought against him, but nobody lived once he decided to kill 'em.  Nobody...not one. Except you."
175,8,5,1,Me? Voldemort tried to kill...me?
176,8,5,5,"Yes. That ain't no ordinary cut on your forehead, Harry. A mark like that only comes from being touched by a curse...and an evil curse at that."
177,8,5,1,What happened to...to You-Know-Who?
178,8,5,5,"Well, some say he died. Codswallop in my opinion. Nope, I reckon he's out there, still, too tired to go on. But one thing's absolutely certain. Something about you stumped him that night. That's why you're famous. That's why everybody knows your name. You're the boy who lived."
179,9,71,5,"What're you looking at?  Blimey, is that the time? Sorry, Harry, I'm gonna have to leave you. Dumbledore'll be wanting his- well, he'll be wanting to see me. Now, uh, your train leaves in 10 minutes. Here's your ticket.  Stick to it, Harry that's very important. Stick to your ticket."
180,9,71,1,"Platform 9&�? But, Hagrid, there must be a mistake. This says Platform 9&�. There's no such thing...is there?"
181,9,71,139,Sorry.
182,9,71,1,"Excuse me, excuse me."
183,9,71,149,"Right on your left, ma'am."
184,9,71,1,"Excuse me, sir. Can you tell me where I might find Platform 9&�?"
185,9,71,149,"9&�? Think you're being funny, do ya?"
186,9,71,26,"It's the same year after year. Always packed with Muggles, of course."
187,9,71,1,Muggles?
188,9,71,26,"Come on. Platform 9&� this way! All right, Percy, you first."
189,9,71,26,"Fred, you next."
190,9,71,19,"He's not Fred, I am!"
191,9,71,14,"Honestly, woman, you call yourself our mother."
192,9,71,26,"Oh, I'm sorry, George."
193,9,71,14,I'm only joking. I am Fred.
194,9,71,1,Excuse me! C-could you tell me how to-
195,9,71,26,"How to get on the platform? Yes, not to worry, dear. It's Ron's first time to Hogwarts as well.  Now, all you've got to do is walk straight at the wall between platforms 9 and 10. Best do it at a bit of a run if you're nervous."
196,9,71,20,Good luck.
197,10,42,2,"Excuse me, do you mind? Everywhere else is full."
198,10,42,1,"No, not at all."
199,10,42,2,"I'm Ron, by the way. Ron Weasley."
200,10,42,1,I'm Harry. Harry Potter.
201,10,42,2,"So-so it's true? I mean, do you really have the...the..."
202,10,42,1,The what?
203,10,42,2,Scar...?
204,10,42,1,Oh
205,10,42,2,Wicked.
206,10,42,140,"Anything off the trolley, dears?"
207,10,42,2,"No, thanks, I'm all set."
208,10,42,1,We'll take the lot!
209,10,42,2,Whoa!
210,10,42,1,Bertie Bott's Every Flavour Beans?
211,10,42,2,"They mean every flavour! There's chocolate and peppermint, and there's also spinach, liver and tripe. George sweared he got a bogey-flavoured one once!"
212,10,42,1,"These aren't real chocolate frogs, are they?"
213,10,42,2,"It's just a spell. Besides, it's the cards you want. Each pack's got a famous witch or wizard. I got about 500 meself.  Watch it!  Oh, that's rotten luck. They've only got one good jump in them to begin with."
214,10,42,1,I got Dumbledore!
215,10,42,2,I got about 6 of him.
216,10,42,1,"Hey, he's gone!"
217,10,42,2,"Well, you can't expect him to hang around all day, can you?  This is Scabbers, by the way, pathetic, isn't he?"
218,10,42,1,A little.
219,10,42,2,Fred gave me a spell as to turn him yellow. Want to see?
220,10,42,1,Yeah!
221,10,42,2,Ahem. Sun-
222,10,42,3,Has anyone seen a toad? A boy named Neville's lost one.
223,10,42,2,No.
224,10,42,3,"Oh, are you doing magic? Let's see then."
225,10,42,2,"Sunshine, daises, butter mellow, turn this stupid fat rat yellow!"
226,10,42,3,"Are you sure that's a real spell? Well, it's not very good, is it? Of course I've only tried a few simple spells myself, and they've all worked for me. For example...  Oculus Reparo.  That's better, isn't it? Holy Cricket, you're Harry Potter. I'm Hermione Granger...and you are...?"
227,10,42,2,I'm...Ron Weasley.
228,10,42,3,"Pleasure. You two better change into your robes. I expect we'll be arriving soon.  You've got dirt, on your nose, by the way, did you know? Just there."
229,11,33,5,"Right, then! First years! This way, please! Come on, now, don't be shy! Come on now, hurry up!"
230,11,33,5,"Hello, Harry."
231,11,33,1,"Hey, Hagrid."
232,11,33,2,Whoaa!
233,11,33,5,"Right then. This way to the boats! Come on, now, follow me."
234,11,33,2,Wicked.
235,11,33,7,"Welcome to Hogwarts. Now, in a few moments, you will pass through these doors and join your classmates. But before you can take your seats, you must be sorted into your houses. They are Gryffindor, Hufflepuff, Ravenclaw, and Slytherin. Now while you're here, your house will be like your family. Your triumphs will earn you house points. Any rule breaking, and you will lose points. At the end of the year, the house with the most points is awarded the house cup."
236,11,33,10,Trevor!  Sorry.
237,11,33,7,The sorting ceremony will begin momentarily.
238,11,33,12,"It's true then, what they're saying on the train. Harry Potter has come to Hogwarts.  This is Crabbe and Goyle. And I'm Malfoy...Draco Malfoy.  Think my name's funny, do you? No need to ask yours. Red hair, and a hand-me-down robe? You must be a Weasley. Well, soon find that some wizarding families are better than others, Potter. Don't want to go making friends with the wrong sort. I can help you there."
239,11,33,1,"I think I can tell who the wrong sort are for myself, thanks."
240,11,33,7,We're ready for you now. Follow me.
241,12,36,3,"It's not real, the ceiling. It's just bewitched to look like the night sky. I read about it in Hogwarts: A History."
242,12,36,7,"Will you wait along here, please? Now, before we begin, Professor Dumbledore would like to say a few words."
243,12,36,4,"I have a few start of term notices I wish to announce. The first years please note that the dark forest is strictly forbidden to all students. Also, our caretaker, Mr. Filch  has asked me to remind you that the 3rd floor corridor on the right hand side is out of bounds to everyone who does not wish to die a most painful death. Thank you."
244,12,36,7,"When I call your name, you will come forth, I shall place the sorting hat on your head, and you will be sorted into your houses. Hermione Granger."
245,12,36,3,"Oh, no. Okay, relax."
246,12,36,2,"Mental that one, I'm telling you."
247,12,36,128,"Ah, right then...hmm...right. Okay...Gryffindor!!"
248,12,36,7,Draco Malfoy.
249,12,36,128,SLYTHERIN!
250,12,36,2,There isn't a witch or wizard who went bad who wasn't in Slytherin.
251,12,36,7,Susan Bones.
252,12,36,1,Ahh!
253,12,36,2,"Harry, what is it?"
254,12,36,1,"Nothing... nothing, I'm fine."
255,12,36,128,Let's see...I know...Hufflepuff!
256,12,36,7,Ronald Weasley.
257,12,36,128,Ha! Another Weasley. I know just what to do with you... Gryffindor!!
258,12,36,7,Harry Potter.
259,12,36,128,"Hmm...difficult, very difficult. Plenty of courage I see, not a bad mind, either. There's talent, oh yes, and a thirst to prove yourself. But where to put you?"
260,12,36,1,Not Slytherin. Not Slytherin.
261,12,36,128,"Not Slytherin, eh? Are you sure? You could be great, you know. It's all here in your head. And Slytherin will help you on the way to greatness! There's no doubt about that. No?"
262,12,36,1,Not Slytherin...anything but Slytherin.
263,12,36,128,"Well, if you're sure... better be... GRYFFINDOR!!"
264,12,36,14,We got Potter! We got Potter!
265,12,36,19,We got Potter! We got Potter!
266,13,36,7,"Your attention, please."
267,13,36,4,Let the feast...begin.
268,13,36,1,Wow.
269,13,36,29,I'm half and half. Me dad's a Muggle. Mam's a witch. Bit of a nasty shock for him when he found out.
270,13,36,1,"Say, Percy, who's that teacher talking to Professor Quirrell?"
271,13,36,37,"Oh, that's Professor Snape, head of Slytherin house."
272,13,36,1,What's he teach?
273,13,36,37,Potions. But everyone knows it's the Dark Arts he fancies. He's been after Quirrell's job for years.
274,13,36,2,Ahh!
275,13,36,47,Hello! How are you? Welcome to Gryffindor.
276,13,36,117,Whoo-hoo-hoo!
277,13,36,134,"Look, it's the Bloody Baron!"
278,13,36,37,"Hello, Sir Nicholas. Have a nice summer?"
279,13,36,47,"Dismal. Once again, my request to join the headless hunt has been denied."
280,13,36,2,I know you! You're Nearly Headless Nick!
281,13,36,47,I prefer Sir Nicholas if you don't mind.
282,13,36,3,Nearly headless? How can you be nearly headless?
283,13,36,47,Like this.
284,13,36,2,Ahh!
285,13,36,37,"Gryffindors, follow me, please. Keep up. Thank you."
286,13,36,138,"Ravenclaws, follow me. This way."
287,13,28,37,"This is the most direct path to the dormitories. Oh, and keep an eye on the staircases...they like to change."
288,13,28,37,"Keep up, please, and follow me. Quickly now, come on. Come on."
289,13,28,10,"Seamus, that picture's moving!"
290,13,28,2,"Look at that one, Harry!"
291,13,28,1,I think she fancies you.
292,13,28,134,"Oh, look! Look! Who's that girl?"
293,13,28,150,Welcome to Hogwarts.
294,13,28,134,Who's that?
295,13,28,141,Password?
296,13,28,37,"Caput Draconis.  Follow me, everyone. Keep up, quickly, come on."
297,13,39,134,"Oh, wow."
298,13,39,37,"Gather 'round here. Welcome to the Gryffindor Common Room. Boy's dormitories, upstairs and down to your left. Girls, the same on your right. You'll find that your belongings have already been brought up."
299,14,61,2,"Whew, we made it. Can you imagine the look on McGonagall's face if we were late?"
300,14,61,2,That was bloody brilliant.
301,14,61,7,"Thank you for that assessment, Mr. Weasley. Perhaps if I were to transfigure Mr. Potter and yourself into a pocketwatch, that way one of you might be on time."
302,14,61,1,We got lost.
303,14,61,7,Then perhaps a map? I trust you don't need one to find your seats.
304,14,49,6,"There will be no foolish wand waving or silly incantations in this class. As such, I don't expect many of you to appreciate the subtle science and exact art that is potion making. However, for those select few...  who possess the predisposition, I can teach you how to bewitch the mind and ensnare the senses. I can tell you how to bottle fame, brew glory and even put a stopper...  in death.  Then again, maybe some of you have come to Hogwarts in possession of abilities so formidable that you feel confidant enough to not...pay...attention.  Mr. Potter. Our...new...celebrity. Tell me, what would I get if I added powdered root of asphodel to an infusion of wormwood?  You don't know? Well, let's try again. Where, Mr. Potter, would you look if I asked you to find me a bezoar?"
305,14,49,1,"I don't know, sir."
306,14,49,6,And what is the difference between monkshood and wolfbane?
307,14,49,1,"I don't know, sir."
308,14,49,6,"Pity. Clearly, fame isn't everything...  is it, Mr. Potter?"
309,14,49,1,"Clearly, Hermione knows. Since it's a pity not to ask her."
310,14,49,6,"Silence.  And put her hand down, you silly girl.  For your information, Potter... asphodel and wormwood make a sleeping potion so powerful, it is known as the Draught of Living Death. A bezoar is a stone taken from the stomach of a goat and it will save you from most poisons. As for monkshood and wolfsbane, they are the same plant, which also goes by the name of aconite.  Well?  Why aren't you all copying this down?  And Gryffindors, note that five points, will be taken from your house... for your classmate's cheek."
311,14,36,29,"Eye of rabbit, harp string hum. Turn this water, into rum.  Eye of rabbit, harp string hum..."
312,14,36,1,What's Seamus trying to do to that glass of water?
313,14,36,2,"Turn it into rum. Actually managed a weak tea yesterday, before-"
314,14,36,2,Ah. Mail's here!
315,14,36,1,Can I borrow this?  Thanks.
316,14,36,29,"Hey, look! Neville's got a Remembrall!"
317,14,36,3,"I've read about those. When the smoke turns red,  it means you've forgotten something."
318,14,36,10,"The only problem is, I can't remember what I've forgotten."
319,14,36,1,"Hey, Ron, somebody broke into Gringotts, listen.  Believed to be the work of dark witches or wizards unknown, Gringotts goblins, while acknowledging the breach, insist that nothing was taken. The vault in question, number 713, had in fact been emptied earlier that same day. That's odd. That's the vault Hagrid and I went to."
320,15,52,50,"Good afternoon, class."
321,15,52,154,"Good afternoon, Madam Hooch."
322,15,52,50,"Good afternoon, Amanda, good afternoon.  Welcome to your first flying lesson. Well, what are you waiting for? Everyone step up to the left side of their broomstick. Come on now, hurry up. Stick your right hand over the broom and say, up!"
323,15,52,154,Up!
324,15,52,1,Wow.
325,15,52,12,Up!
326,15,52,50,With feeling!
327,15,52,3,Up. Up. Up. Up.
328,15,52,2,"Up!!  Ooh!  Shut up, Harry."
329,15,52,50,"Now, once you've got hold of your broom, I want you to mount it. And grip it tight, you don't want to be sliding off the end.  When I blow my whistle, I want each of you to kick off from the ground, hard. Keep your broom steady, hover for a moment, and then lean forward slightly and touch back down. On my whistle...3...2..."
330,15,52,10,Oh...
331,15,52,50,Mr. Longbottom.
332,15,52,134,"Neville, what are you doing?"
333,15,52,127,Neville...Neville...
334,15,52,138,"We're not supposed to take off, yet."
335,15,52,50,M-M-Mr. Longbottom! Mr. Longbottom!
336,15,52,10,AHH!
337,15,52,50,Mr. Longbottom!
338,15,52,10,Down! Down! Ahhhh!
339,15,52,1,Neville!
340,15,52,10,Help!!!
341,15,52,50,Come back down this instant!
342,15,52,10,AHH!
343,15,52,10,Help!
344,15,52,50,Mr. Longbottom-!
345,15,52,10,Ahhhh! Whoa! Ahhh!  Oh. Ah...help!  Ahh!
346,15,52,50,"Everyone out of the way!  Come on, get up."
347,15,52,134,Is he alright?
348,15,52,10,Owowowow.
349,15,52,50,"Oh, oh, oh, oh dear. It's a broken wrist. Tch, tch, tch. Good boy, come on now, up you get.  Everyone's to keep their feet firmly on the ground while I take Mr. Longbottom to the hospital wing. Understand? If I see a single broom in the air, the one riding it will find themselves out of Hogwarts before they can say, Quidditch."
350,15,52,12,"Did you see his face? Maybe if the fat lump had given this a squeeze, he'd have remembered to fall on his fat arse."
351,15,52,1,"Give it here, Malfoy."
352,15,52,12,"No. I think I'll leave it somewhere for Longbottom to find.  How 'bout up on the roof?  What's the matter, Potter? Bit beyond your reach?"
353,15,52,3,"Harry, no way! You heard what Madam Hooch said! Besides, you don't even know how to fly.  What an idiot."
354,15,52,1,"Give it here, Malfoy, or I'll knock you off your broom!"
355,15,52,12,"Is that so?  Have it your way, then!"
356,15,52,138,"Good job, Harry!"
357,15,52,163,"Oh, that was wicked, Harry."
358,15,52,7,Harry Potter?  Follow me.
359,15,30,41,An iguana s-such as this is...
360,15,30,7,You wait here.
361,15,30,41,... an essential in-gredient.
362,15,30,7,"Professor Quirrell, excuse me, excuse me. Could I borrow Wood for a moment, please?"
363,15,30,41,"Oh. Y-yes, of course.  And the vampire b-bat..."
364,15,30,7,"Potter, this is Oliver Wood. Wood, I have found you a Seeker!"
365,15,63,47,Have you heard? Harry Potter's the new Gryffindor Seeker. I always knew he'd do well.
366,15,63,2,Seeker? But first years never make their house teams! You must be the youngest Quidditch player in...
367,15,63,1,"A century, according to McGonagall."
368,15,63,14,"Hey, well done, Harry, Wood's just told us!"
369,15,63,2,"Fred and George are on the team, too. Beaters."
370,15,63,19,"Our job is to make sure that you don't get bloodied up too bad. Can't make any promises, of course. Rough game, Quidditch."
371,15,63,14,Brutal. But no one's died in years. Someone will vanish occasionally...
372,15,63,19,But they'll turn up in a month or two!
373,15,63,2,"Oh, go on, Harry, Quidditch is great. Best game there is! And you'll be great, too!"
374,15,63,1,But I've never even played Quidditch. What if I make a fool of myself?
375,15,63,3,You won't make a fool of yourself. It's in your blood.
376,15,63,2,"Whoa. Harry, you never told me your father was a Seeker, too."
377,15,63,1,I-I didn't know.
378,16,59,2,"I'm telling you, it's spooky. She knows more about you than you do."
379,16,59,1,Who doesn't?
380,16,59,2,Ahh!
381,16,59,1,What's happening?
382,16,59,3,"The staircases change, remember?"
383,16,59,1,Let's go this way.
384,16,59,2,Before the staircase moves again.
385,16,59,1,Does anyone feel like...we shouldn't be here?
386,16,59,3,We're not supposed to be here. This is the 3rd floor. It's forbidden.
387,16,59,1,Let's go.
388,16,59,2,It's Filch's cat!
389,16,59,1,Run!
390,16,59,1,Quick! Let's hide though that door!
391,16,59,1,It's locked!
392,16,59,2,"That's it, we're done for!"
393,16,59,3,"Oh, move over!  Alohomora.  Get in."
394,16,59,2,Alohomora?
395,16,59,3,"Standard book of spells, Chapter 7."
396,16,59,35,"Anyone here, my sweet?  Come on."
397,16,59,3,Filch is gone.
398,16,59,2,Probably thinks this door's locked.
399,16,59,3,It was locked.
400,16,59,1,And for good reason.
401,16,59,136,AHHHHHHH!
402,16,59,2,What do they think they're doing?? Keeping a thing like that locked up in a school.
403,16,59,3,"You don't use your eyes, do you? Didn't you see what it was standing on?"
404,16,59,2,"I wasn't looking at its feet! I was a bit preoccupied with its heads. Or maybe you didn't notice, there were three!"
405,16,59,3,It was standing on a trap door. Which means it wasn't there by accident. It's guarding something.
406,16,59,1,Guarding something?
407,16,59,3,"That's right. Now, if you two don't mind, I'm going to bed before either of you come up with another clever idea to get us killed... or worse, expelled!"
408,16,59,2,She needs to sort out her priorities!
409,17,52,46,"Quidditch is easy enough to understand. Each time has seven players, 3 chasers, 2 beaters, 1 keeper and a seeker. That's you. There are three kinds of balls.  This one's called the Quaffle. Now, the chasers handle the Quaffle and try to put it through one of those three hoops.  The keeper, that's me, defends the hoops.  With me so far?"
410,17,52,1,I think so. What are those?
411,17,52,46,"You better take this.  Careful now, it's comin' back.  Eh, not bad, Potter, you'd make a fair beater... Uh-oh."
412,17,52,1,What is that?
